Date,Country,qdd_avg,qdd_sum,avg_Q,
1/1/14,Afghanistan,12.90766431,13140.00226,5.360918632,
1/1/14,Albania,51.02304442,2704.221354,18.80153165,
1/1/14,Algeria,101.9909221,348298.9989,23.56308445,
1/1/14,Angola,1044.330354,1731499.727,55.68807607,
1/1/14,Antarctica,0,0,-21.63163594,
1/1/14,Argentina,705.9074121,3149052.965,43.98705919,
1/1/14,Armenia,0,0,0.286532985,
1/1/14,Australia,1052.058777,11717830.66,55.93468157,
1/1/14,Austria,1.076277347,179.738317,8.179296851,
1/1/14,Azerbaijan,3.853423317,601.1340375,9.952229099,
1/1/14,Bangladesh,633.7409003,119777.0302,42.44325495,
1/1/14,Belarus,0.005214948,2.367586613,-1.186549402,
1/1/14,Belgium,20.78623595,1288.746629,17.76819143,
1/1/14,Belize,1171.381242,33970.05603,59.78649166,
1/1/14,Benin,940.9084917,142077.1823,52.3518866,
1/1/14,Bhutan,42.93438514,2490.194338,9.356101472,
1/1/14,Bolivia,1080.425227,1588225.084,56.36292527,
1/1/14,Bosnia and Herzegovina,23.26132309,2116.780401,15.68550921,
1/1/14,Botswana,1015.697655,848107.542,54.76909847,
1/1/14,Brazil,1387.832296,15779653.2,66.76878377,
1/1/14,Brunei,1478.863804,20704.09326,69.70528548,
1/1/14,Bulgaria,12.98665431,2506.424283,12.49222636,
1/1/14,Burkina Faso,592.1880848,212595.5225,41.10369142,
1/1/14,Burundi,844.2872629,26172.90515,49.23507383,
1/1/14,Cambodia,973.7444341,239541.1308,53.41111085,
1/1/14,Cameroon,913.9601016,547462.1009,51.4826656,
1/1/14,Canada,0.08173694,2236.813112,-20.4209403,
1/1/14,Central African Republic,734.2824192,596971.6068,45.68652977,
1/1/14,Chad,282.4355702,483529.6963,30.31003497,
1/1/14,Chile,234.7455284,325357.3024,27.57697969,
1/1/14,China,21.3124796,325420.2511,-2.637301259,
1/1/14,Colombia,1277.884191,1921937.823,63.22070319,
1/1/14,Costa Rica,1137.512974,83038.44711,58.69396717,
1/1/14,Croatia,53.42853068,5663.424252,18.12998578,
1/1/14,Cuba,1106.609645,177057.5432,57.6970856,
1/1/14,Cyprus,249.6718903,2496.718903,29.82328434,
1/1/14,Czechia,0.943212457,156.5732679,9.504741959,
1/1/14,Democratic Republic of the Congo,1253.79186,3802750.713,62.44489874,
1/1/14,Denmark,2.934748003,296.4095483,11.97451167,
1/1/14,Djibouti,955.8218831,28674.65649,52.83296458,
1/1/14,Dominican Republic,1103.780705,72849.52655,57.60582883,
1/1/14,East Timor,1480.528944,28130.04993,69.75899927,
1/1/14,Ecuador,1096.495267,357457.4569,57.30400905,
1/1/14,Egypt,192.8445359,286566.9803,27.33458253,
1/1/14,El Salvador,1034.334317,29995.69519,55.36562229,
1/1/14,Equatorial Guinea,1415.9453,53805.92139,67.67565536,
1/1/14,Eritrea,832.6449827,133223.1972,48.8601608,
1/1/14,Estonia,0.002847345,0.316055298,-1.870623779,
1/1/14,Ethiopia,628.6849207,939883.9565,42.28961561,
1/1/14,Falkland Islands,52.42923912,1939.881847,22.21220733,
1/1/14,Fiji,1567.550593,40756.31543,72.56614656,
1/1/14,Finland,0,0,-6.519502672,
1/1/14,France,180.8395821,210497.2736,23.98770727,
1/1/14,French Southern and Antarctic Lands,5.260579675,126.2539122,15.45278605,
1/1/14,Gabon,1461.030196,514282.6289,69.13000616,
1/1/14,Gambia,734.7587345,13960.41595,45.70189426,
1/1/14,Georgia,3.014289925,355.6862111,5.752449709,
1/1/14,Germany,6.151015825,4465.637489,12.41097142,
1/1/14,Ghana,1232.94803,393310.4215,61.77251657,
1/1/14,Greece,111.5113577,25313.0782,22.82787252,
1/1/14,Greenland,0,0,-24.43838215,
1/1/14,Guatemala,893.4117311,137585.4066,50.80460681,
1/1/14,Guinea,947.2883151,300290.3959,52.55768722,
1/1/14,Guinea-Bissau,904.7371021,45236.8551,51.18506813,
1/1/14,Guyana,1326.548162,366127.2927,64.7918766,
1/1/14,Haiti,1163.374491,47698.35413,59.52820903,
1/1/14,Honduras,1016.8783,155582.3799,54.80154768,
1/1/14,Hungary,13.77005072,2395.988825,13.47299259,
1/1/14,Iceland,0,0,7.947256585,
1/1/14,India,554.3820451,2468108.865,37.60408292,
1/1/14,Indonesia,1432.163219,3408548.462,68.19884113,
1/1/14,Iran,56.09193851,139612.8349,14.33528984,
1/1/14,Iraq,153.8069281,103973.4834,25.39171032,
1/1/14,Ireland,15.8168654,1992.925041,18.08102606,
1/1/14,Israel,181.3392676,6165.535099,27.27037738,
1/1/14,Italy,77.79843611,43489.32579,19.69990965,
1/1/14,Ivory Coast,1278.214655,552188.731,63.23273081,
1/1/14,Jamaica,1275.134481,19127.01721,63.13337072,
1/1/14,Japan,8.105509132,5333.425009,7.141086522,
1/1/14,Jordan,51.6757369,6976.224482,20.72914947,
1/1/14,Kazakhstan,0.029225768,154.6335385,-9.075924451,
1/1/14,Kenya,988.3923341,753154.9586,53.88861715,
1/1/14,Kosovo,5.344372477,112.231822,13.88628033,
1/1/14,Kuwait,269.8848466,6207.351471,30.7139667,
1/1/14,Kyrgyzstan,0,0,-8.668900072,
1/1/14,Laos,575.8787823,179674.1801,40.53957988,
1/1/14,Latvia,0.065544077,9.700523376,-0.661350669,
1/1/14,Lebanon,73.60882542,1177.741207,20.52424318,
1/1/14,Lesotho,476.4007434,19532.43048,37.38332809,
1/1/14,Liberia,1469.310798,192479.7145,69.39712254,
1/1/14,Libya,125.5092462,301347.7001,24.76267842,
1/1/14,Lithuania,0.150792876,22.01575994,0.313810389,
1/1/14,Luxembourg,9.79032445,39.1612978,15.49830699,
1/1/14,Madagascar,1346.247876,1090460.779,65.42735082,
1/1/14,Malawi,1192.761283,174143.1473,60.47617034,
1/1/14,Malaysia,1343.616913,588504.2077,65.34248111,
1/1/14,Mali,342.0740567,575368.5633,32.85410826,
1/1/14,Mauritania,281.0445946,411168.2419,30.78191802,
1/1/14,Mexico,369.0247722,1034745.461,31.54255435,
1/1/14,Moldova,0.296266018,18.66475916,6.142842936,
1/1/14,Mongolia,0,0,-14.6793841,
1/1/14,Montenegro,23.54714435,565.1314645,15.02580035,
1/1/14,Morocco,169.694474,151197.7763,25.3892721,
1/1/14,Mozambique,1408.937989,1555467.54,67.44961246,
1/1/14,Myanmar,665.8466552,625230.0092,43.21716171,
1/1/14,Namibia,766.9668715,881244.9353,46.74199457,
1/1/14,Nepal,145.9666473,32550.56234,14.52474291,
1/1/14,Netherlands,17.97578181,1491.98989,17.61914368,
1/1/14,New Caledonia,1360.204442,44886.74658,65.87756232,
1/1/14,New Zealand,346.260339,166204.9627,32.49171609,
1/1/14,Nicaragua,1279.139207,221291.0828,63.26255485,
1/1/14,Niger,237.534452,380292.6577,29.01978855,
1/1/14,Nigeria,787.7904277,945348.5132,47.37645703,
1/1/14,North Korea,0,0,-4.62508612,
1/1/14,North Macedonia,7.504176072,315.175395,14.0751553,
1/1/14,Northern Cyprus,322.4822937,1612.411469,32.41705322,
1/1/14,Norway,0.011010641,15.88835478,-3.025455747,
1/1/14,Oman,486.9237555,211324.9099,37.75100559,
1/1/14,Pakistan,133.1497414,174692.4607,18.41218162,
1/1/14,Palestine,190.7413839,1716.672455,27.53325293,
1/1/14,Panama,1388.666815,137478.0146,66.79570319,
1/1/14,Papua New Guinea,1354.361548,801782.0367,65.68908252,
1/1/14,Paraguay,1474.051917,837261.4889,69.55006189,
1/1/14,Peru,965.6162078,1671481.656,52.21543927,
1/1/14,Philippines,1259.104024,494827.8816,62.61624973,
1/1/14,Poland,1.767285228,1157.571825,6.051054004,
1/1/14,Portugal,190.7212198,31087.55883,27.3635708,
1/1/14,Puerto Rico,1273.397046,19100.95569,63.07732391,
1/1/14,Qatar,536.8696635,8053.044952,39.31837641,
1/1/14,Republic of Serbia,16.13406729,2194.233151,13.58120665,
1/1/14,Republic of the Congo,1417.77136,632326.0267,67.73455994,
1/1/14,Romania,3.400777518,1496.342108,8.812341996,
1/1/14,Russia,0.016030526,752.6973283,-25.42891515,
1/1/14,Rwanda,747.1131631,23160.50806,46.10042535,
1/1/14,Saudi Arabia,299.698765,818477.3272,31.15739291,
1/1/14,Senegal,634.6677934,165648.2941,42.47315463,
1/1/14,Sierra Leone,1396.227301,136830.2755,67.03958943,
1/1/14,Slovakia,2.588784621,235.5794005,10.14365905,
1/1/14,Slovenia,17.37450071,625.4820256,15.81511622,
1/1/14,Solomon Islands,1627.966516,53722.89502,74.51504933,
1/1/14,Somalia,1038.125897,666476.8257,55.48932529,
1/1/14,Somaliland,669.070039,145188.1985,43.59675185,
1/1/14,South Africa,801.825774,1451304.651,47.86589178,
1/1/14,South Korea,1.681237206,267.3167157,5.749308443,
1/1/14,South Sudan,743.4472793,608139.8745,45.98141791,
1/1/14,Spain,75.85279111,64399.01965,21.22009964,
1/1/14,Sri Lanka,1350.780622,113465.5723,65.57356816,
1/1/14,Sudan,390.6997916,987689.0732,34.20368023,
1/1/14,Suriname,1383.709115,261521.0228,66.63577822,
1/1/14,Sweden,0.061298476,78.15555716,-2.807667274,
1/1/14,Switzerland,0.915880325,78.76570797,6.006156836,
1/1/14,Syria,82.39588367,24306.78568,22.50415582,
1/1/14,Taiwan,345.9790688,17644.93251,32.52305263,
1/1/14,Tajikistan,2.580787824,601.3235631,-8.516742966,
1/1/14,Thailand,874.2059279,599705.2665,50.20999043,
1/1/14,The Bahamas,1023.142156,23532.26959,55.00458676,
1/1/14,Togo,1138.543433,92222.01807,58.72720747,
1/1/14,Trinidad and Tobago,1398.466553,13984.66553,67.1118248,
1/1/14,Tunisia,130.1403073,31884.37529,25.12469405,
1/1/14,Turkey,26.02299257,34636.60311,11.8764387,
1/1/14,Turkmenistan,10.02661474,8031.318408,10.89862645,
1/1/14,Uganda,916.9433275,291587.9781,51.57892486,
1/1/14,Ukraine,0.212611728,240.8890877,2.716852614,
1/1/14,United Arab Emirates,491.2514426,56493.91589,37.8670713,
1/1/14,United Kingdom,16.25836424,8779.516688,17.60532054,
1/1/14,United Republic of Tanzania,1113.304869,1354892.026,57.9130604,
1/1/14,United States of America,20.51318155,369237.2679,1.728244358,
1/1/14,Uruguay,1190.630284,325042.0676,60.4074287,
1/1/14,Uzbekistan,2.579197747,2063.358197,3.32925577,
1/1/14,Vanuatu,1551.997152,18623.96582,72.06442451,
1/1/14,Venezuela,1224.084079,1450539.634,61.48628806,
1/1/14,Vietnam,698.1479075,317657.2979,44.48181961,
1/1/14,Western Sahara,231.641997,31966.59558,28.94720856,
1/1/14,Yemen,487.2886225,300657.0801,37.66004868,
1/1/14,Zambia,1097.836458,1111010.496,57.41407942,
1/1/14,Zimbabwe,1125.808459,579791.3565,58.31640192,
1/1/14,eSwatini,1106.17442,29866.70935,57.68304585,
2/1/14,Afghanistan,5.629318503,5730.646236,2.308893293,1018
2/1/14,Albania,51.99796233,2755.892004,19.83947007,
2/1/14,Algeria,106.5410521,363837.6928,24.24763809,
2/1/14,Angola,908.8182002,1506820.576,54.45782936,
2/1/14,Antarctica,0,0,-31.32861469,
2/1/14,Argentina,619.9294687,2765505.36,43.38863837,
2/1/14,Armenia,0.041966983,2.056382179,0.797845683,
2/1/14,Australia,948.653451,10566102.14,55.87680983,
2/1/14,Austria,0.431816698,72.11338854,9.343814504,
2/1/14,Azerbaijan,7.296267969,1138.217803,9.587802065,
2/1/14,Bangladesh,687.3668743,129912.3392,46.54906048,
2/1/14,Belarus,0.000658635,0.29902029,7.487047818,
2/1/14,Belgium,9.910539758,614.453465,17.91266466,
2/1/14,Belize,1269.298214,36809.64819,67.33208045,
2/1/14,Benin,850.2050991,128380.97,52.36446755,
2/1/14,Bhutan,49.38916631,2864.571646,11.53915824,
2/1/14,Bolivia,968.8931031,1424272.862,55.94639703,
2/1/14,Bosnia and Herzegovina,25.36039541,2307.795982,17.70189663,
2/1/14,Botswana,1007.177056,840992.8416,57.97060893,
2/1/14,Brazil,1250.282152,14215708.07,66.65293394,
2/1/14,Brunei,1386.637678,19412.92749,71.52277483,
2/1/14,Bulgaria,29.52577632,5698.474831,15.38210078,
2/1/14,Burkina Faso,485.5672974,174318.6598,39.33883012,
2/1/14,Burundi,762.7767984,23646.08075,49.24202716,
2/1/14,Cambodia,1134.012316,278967.0297,62.50043992,
2/1/14,Cameroon,861.1357099,515820.2902,52.75441622,
2/1/14,Canada,0.00505709,138.3923187,-22.35593705,
2/1/14,Central African Republic,743.5519025,604507.6967,48.55281672,
2/1/14,Chad,277.3706556,474858.5623,31.3067291,
2/1/14,Chile,187.0956397,259314.5566,26.68344146,
2/1/14,China,29.37598172,448541.8648,-0.831574244,
2/1/14,Colombia,1171.814971,1762409.716,63.84986553,
2/1/14,Costa Rica,1006.939855,73506.60941,57.96270491,
2/1/14,Croatia,41.57442823,4406.889392,19.06706346,
2/1/14,Cuba,1106.586791,177053.8866,61.52095721,
2/1/14,Cyprus,188.1896118,1881.896118,27.98227463,
2/1/14,Czechia,0.049656874,8.243041039,11.76706322,
2/1/14,Democratic Republic of the Congo,1145.250591,3473545.043,62.90181864,
2/1/14,Denmark,0.50717105,51.22427607,15.69207276,
2/1/14,Djibouti,931.0181763,27930.54529,55.25064939,
2/1/14,Dominican Republic,1013.192053,66870.67548,58.18543006,
2/1/14,East Timor,1284.230064,24400.37122,67.86535906,
2/1/14,Ecuador,999.3689761,325794.2862,57.63538857,
2/1/14,Egypt,201.9003348,300023.8975,28.57001245,
2/1/14,El Salvador,1044.253887,30283.36273,59.29478218,
2/1/14,Equatorial Guinea,1308.97371,49741.00098,68.74906128,
2/1/14,Eritrea,753.8544991,120616.7198,48.92646921,
2/1/14,Estonia,0,0,8.101136487,
2/1/14,Ethiopia,630.2569006,942234.0664,44.50014961,
2/1/14,Falkland Islands,104.421689,3863.602493,24.806224,
2/1/14,Fiji,1438.480384,37400.48999,73.37429956,
2/1/14,Finland,0,0,5.47464872,
2/1/14,France,147.0733159,171193.3397,23.34586093,
2/1/14,French Southern and Antarctic Lands,24.27678635,582.6428723,18.01898734,
2/1/14,Gabon,1338.089016,471007.3335,69.78889347,
2/1/14,Gambia,542.4867008,10307.24731,41.37452537,
2/1/14,Georgia,6.331114215,747.0714774,5.792333136,
2/1/14,Germany,2.82699247,2052.396533,15.05944861,
2/1/14,Ghana,1120.427727,357416.4449,62.01527615,
2/1/14,Greece,109.2228887,24793.59574,23.57187958,
2/1/14,Greenland,0,0,-28.1105811,
2/1/14,Guatemala,958.0665698,147542.2518,56.22141444,
2/1/14,Guinea,769.0315477,243783.0006,49.46541227,
2/1/14,Guinea-Bissau,701.3333789,35066.66895,47.04762047,
2/1/14,Guyana,1203.221972,332089.2643,64.97221352,
2/1/14,Haiti,1074.265976,44044.90503,60.36664116,
2/1/14,Honduras,987.0227853,151014.4861,57.2508133,
2/1/14,Hungary,10.99862134,1913.760113,16.00209465,
2/1/14,Iceland,0,0,4.845998069,
2/1/14,India,563.8088338,2510076.928,40.12878968,
2/1/14,Indonesia,1305.455919,3106985.088,68.62325347,
2/1/14,Iran,45.70857104,113768.6333,13.22454379,
2/1/14,Iraq,128.2711021,86711.26504,24.02010489,
2/1/14,Ireland,11.56479151,1457.163731,17.44108672,
2/1/14,Israel,172.0026843,5848.091267,27.3108226,
2/1/14,Italy,84.54459222,47260.42705,21.42017912,
2/1/14,Ivory Coast,1132.648063,489303.9631,62.45171655,
2/1/14,Jamaica,1147.182096,17207.73145,62.97079035,
2/1/14,Japan,17.92679044,11795.82811,8.079617455,
2/1/14,Jordan,55.8217854,7535.941029,20.66720249,
2/1/14,Kazakhstan,0.008201602,43.39467669,-12.99324661,
2/1/14,Kenya,970.5755307,739578.5544,56.66462212,
2/1/14,Kosovo,17.96389064,377.2417035,16.27178451,
2/1/14,Kuwait,206.7248907,4754.672485,28.74360416,
2/1/14,Kyrgyzstan,0,0,-11.82542462,
2/1/14,Laos,713.4583504,222599.0053,47.47972141,
2/1/14,Latvia,0,0,8.800759725,
2/1/14,Lebanon,70.74285012,1131.885602,19.7403459,
2/1/14,Lesotho,435.7502054,17865.75842,37.56269478,
2/1/14,Liberia,1336.636576,175099.3915,69.73702036,
2/1/14,Libya,131.0221697,314584.2294,25.59745664,
2/1/14,Lithuania,0,0,8.938169117,
2/1/14,Luxembourg,2.358723402,9.434893608,15.5703342,
2/1/14,Madagascar,1197.531751,970000.7181,64.76899113,
2/1/14,Malawi,1055.251824,154066.7662,59.68756501,
2/1/14,Malaysia,1241.006078,543560.6622,66.32164555,
2/1/14,Mali,262.7718656,441982.2779,31.08977454,
2/1/14,Mauritania,219.4379953,321037.7872,29.45708261,
2/1/14,Mexico,429.4000424,1204037.719,36.04179694,
